Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU55,OUT013,775069.8683482974
NCV18,OUT027,604977.3574626843
FDH14,OUT018,662541.7377749413
FDZ37,OUT045,612932.8365562911
FDX49,OUT049,751279.1226032644
NCD43,OUT046,626996.7590200998
FDZ07,OUT013,582679.7588677999
FDK43,OUT035,649734.8032408953
FDR32,OUT018,750080.1583641861
FDT39,OUT013,670244.7367265474
NCV54,OUT017,644611.3353347286
FDF38,OUT018,568886.697368515
FDV60,OUT046,716698.2273811813
FDH44,OUT027,663291.951739179
FDS21,OUT046,584992.6266473788
NCL41,OUT045,561542.869145392
FDM46,OUT017,619342.7946321899
FDU27,OUT045,575238.3527388161
NCJ54,OUT017,753680.7482052281
DRG51,OUT018,688896.7580548673
NCA29,OUT019,686689.7682565739
FDR47,OUT045,714906.5654391892
NCL19,OUT027,660193.3453700825
DRG01,OUT049,600132.6902586817
FDG10,OUT046,581977.2062274312
NCV05,OUT049,674011.3285250302
NCH18,OUT019,757785.3867846134
FDV14,OUT018,612021.910710929
DRJ23,OUT035,711479.4135679328
DRJ11,OUT046,706813.33045249
FDZ03,OUT017,707989.715243861
FDI27,OUT010,569503.3845929721
FDJ14,OUT018,607636.3075568127
FDU32,OUT017,644964.9636252697
FDD47,OUT027,688625.8639442385
DRF36,OUT035,711588.0708318725
FDM21,OUT046,775492.0778061603
FDV10,OUT018,570174.7376902996
FDH60,OUT018,716651.4875739181
FDX47,OUT010,676282.2425335168
FDT19,OUT019,690768.6336721121
FDO11,OUT045,769746.9005739754
FDH24,OUT027,675542.8199755922
FDL02,OUT018,632532.8171124216
FDB02,OUT049,696634.3734207108
FDA43,OUT046,714911.0205573111
FDG52,OUT045,571988.5362564664
DRC12,OUT013,706517.6761987098
FDY37,OUT018,665793.1116978126
NCU18,OUT045,663879.2219090962
FDU09,OUT035,581925.444905886
DRJ25,OUT027,570714.6257795929
DRE12,OUT018,637898.9590367926
DRL47,OUT017,649291.5838595114
DRK01,OUT046,618648.3273161132
FDC22,OUT019,706981.0237555747
FDG44,OUT013,574651.0021405284
FDW04,OUT035,653643.8556879957
FDK09,OUT049,746709.6013338842
NCN43,OUT035,645529.4834074638
FDG04,OUT049,707541.9458381684
FDH32,OUT010,616793.5082249355
DRI47,OUT017,669227.7622912748
DRE15,OUT013,596171.751300897
FDY11,OUT035,593261.9181004275
FDO60,OUT049,569306.4309535668
FDQ20,OUT018,568319.3337704786
FDO57,OUT027,678854.3173136007
FDT14,OUT019,637917.503897422
FDA57,OUT049,565392.8586463815
DRN35,OUT017,563129.954246076
FDJ03,OUT046,574555.8368546735
FDX28,OUT017,626296.2179396045
DRE25,OUT045,615329.4520140929
FDR09,OUT046,777378.5571292548
FDB23,OUT035,746307.0622965058
FDO08,OUT045,685498.2632277645
FDQ23,OUT049,624055.4518009251
FDW04,OUT013,649428.2402786069
DRK13,OUT010,716684.4353412634
NCL17,OUT027,660310.5399017408
FDY21,OUT035,715693.5681659107
FDJ38,OUT027,705736.3258670518
FDA37,OUT019,644294.4588142363
FDV43,OUT013,566412.1204167121
FDL36,OUT046,614468.1645806336
FDD53,OUT045,566652.6076304936
FDZ19,OUT010,695744.0298207805
FDV21,OUT045,648776.8803620249
NCL54,OUT018,695913.5136865965
DRI47,OUT027,662572.7553387564
DRG03,OUT049,676979.4670401822
FDG21,OUT013,668281.8404799944
FDW03,OUT018,629740.9434603575
NCI55,OUT046,642982.2549449204
DRC36,OUT019,691724.0404614637
FDH22,OUT017,652746.8273939391
FDV20,OUT045,650630.0871994899
NCU41,OUT027,709405.950962394
FDN46,OUT027,623856.333864567
FDK50,OUT045,683630.5441312587
NCA05,OUT027,665715.1944937883
DRH01,OUT018,696123.7669903493
FDT08,OUT018,673011.3137878429
FDM08,OUT018,745252.7035502365
FDZ07,OUT035,586122.2724734175
FDS22,OUT017,572324.072237516
FDV35,OUT027,674274.8850415075
FDI28,OUT010,600527.7246004654
FDW58,OUT027,627061.908306314
FDT52,OUT045,764133.1035348767
FDY34,OUT046,684591.3341003953
FDR10,OUT046,681095.2208876607
FDK57,OUT017,644954.6237125526
FDR02,OUT027,628605.8019923728
FDX49,OUT046,752155.8074401408
FDQ20,OUT046,564989.2898852922
DRK23,OUT045,770795.1214126468
NCW06,OUT046,711014.9976044565
FDR31,OUT017,670000.5714873363
NCE43,OUT013,686688.0557878766
DRO59,OUT027,597040.8145539048
FDN09,OUT049,762712.2235808079
FDR11,OUT046,681653.470106967
FDO57,OUT013,679865.5060681244
NCX18,OUT017,718506.848213077
FDB05,OUT018,769123.5515795944
FDQ08,OUT018,586849.8433428736
NCG43,OUT035,618444.8388327265
FDJ56,OUT013,621915.5127815225
FDA13,OUT010,559958.5851580194
FDO56,OUT017,640942.6358314945
FDB37,OUT018,760850.8139319634
FDZ02,OUT018,622012.1250194878
FDQ24,OUT046,767429.2688256272
FDM16,OUT013,595034.2497019798
FDU35,OUT049,622641.9545392861
FDT35,OUT035,690879.6026351737
NCX30,OUT049,765662.8319309147
FDG04,OUT017,709419.3064323971
FDI12,OUT035,611083.9421526818
FDE35,OUT035,585803.884999731
NCP14,OUT027,625469.9030501667
NCY53,OUT045,633491.0846741989
FDP49,OUT017,581796.7435586093
FDQ04,OUT017,569352.5370279602
FDM39,OUT035,700573.641371669
FDO58,OUT019,679109.8386891036
FDC56,OUT017,643817.6442755642
NCQ54,OUT046,687643.8887044421
FDV10,OUT027,564210.497100741
NCK17,OUT046,564888.0022361345
NCF55,OUT027,558265.9598645595
FDV33,OUT013,774575.521701524
NCH29,OUT019,615046.061627158
FDA37,OUT027,644324.7401149756
FDH46,OUT018,627123.1623061465
FDS25,OUT035,634634.7363061173
FDH04,OUT027,609755.8065412913
FDX52,OUT046,710856.0594589231
NCD42,OUT017,564288.929260805
FDW47,OUT017,646244.4716186506
FDL25,OUT027,612886.3481099838
NCJ06,OUT010,641482.8142808267
FDY09,OUT013,691271.8227497172
FDS40,OUT046,561823.740433307
FDH41,OUT017,736387.1833902381
FDG38,OUT035,609778.0413325643
FDU03,OUT027,697585.1427548293
FDV20,OUT046,649490.5004997846
DRB13,OUT045,711438.7075067342
NCQ30,OUT013,639671.9755359401
NCH06,OUT013,760329.4909461499
FDU50,OUT018,637625.8024977228
NCO42,OUT019,662336.7352386159
FDW09,OUT018,605887.9900810507
FDH04,OUT013,611110.206856883
FDC21,OUT045,631222.4986258118
FDL21,OUT049,565533.6419224326
FDM46,OUT010,615758.7678068032
FDT22,OUT019,580411.7428096134
FDB28,OUT035,719456.5153008357
FDI12,OUT018,614103.0601196986
FDA28,OUT045,649089.6945996319
FDF59,OUT013,647050.7515880713
FDM45,OUT027,641196.0924411376
FDQ56,OUT017,608891.7842430368
FDR46,OUT049,667585.3139506225
FDT01,OUT013,728791.6200847292
FDD16,OUT027,595266.9291595067
NCU30,OUT010,681105.9181976186
FDM40,OUT010,664140.541149175
FDI56,OUT035,617688.1381395193
NCS30,OUT013,646767.0374904987
FDU08,OUT017,624039.7366493134
FDX51,OUT027,711613.855145815
FDA43,OUT045,717210.2594558191
FDX59,OUT010,557779.8155277562
FDC37,OUT018,631044.4013476244
FDP58,OUT013,735038.275699739
NCY42,OUT035,665360.5075797045
FDF21,OUT018,711856.6670993752
FDU10,OUT027,559933.1635442303
DRL47,OUT018,649011.7342815096
FDA58,OUT018,758279.9746606508
FDJ22,OUT049,712671.8962970744
FDK50,OUT046,681041.3913194677
FDO38,OUT035,603182.2707409596
DRF60,OUT035,759353.8130517995
NCZ42,OUT019,750388.0478325521
FDD35,OUT049,641329.4191461244
FDL25,OUT045,616860.8308761251
FDJ16,OUT013,578860.6995618475
DRK59,OUT049,753463.9590368804
FDI50,OUT046,749223.5260261572
NCB19,OUT045,611433.076204988
DRI37,OUT035,585483.0950798781
FDA14,OUT027,665895.2881417973
FDC08,OUT018,748604.351564825
FDS45,OUT046,627028.3522041629
FDI21,OUT049,587834.7092737327
DRJ47,OUT035,696038.4785861388
DRE37,OUT027,705542.2379331614
FDT55,OUT018,681325.7227308098
NCG42,OUT027,647794.3763599489
FDA31,OUT049,691970.3067622058
NCW42,OUT046,740400.6040689728
FDF50,OUT017,717236.293641431
FDK56,OUT049,707001.3865335889
FDX10,OUT035,563376.0100397503
NCK07,OUT027,680878.850574295
FDZ49,OUT017,743088.5143360425
FDR33,OUT013,628495.4608001142
FDO44,OUT018,635640.3007050923
FDA20,OUT046,706298.8636631491
NCL30,OUT045,650593.7402205789
FDI05,OUT019,593958.7135511218
FDQ12,OUT018,749365.0635773891
FDH47,OUT017,621039.5595595414
FDH34,OUT018,708196.0549375573
FDF29,OUT046,652884.1657070317
FDG40,OUT018,561728.0990464545
NCE18,OUT017,769249.2187882366
FDP21,OUT010,708135.4634499138
FDY50,OUT013,609116.0912718262
FDB36,OUT049,651468.9732923707
NCZ29,OUT049,649386.2761543347
FDU20,OUT018,643496.4194924671
FDO56,OUT013,637293.5579185918
FDW31,OUT049,717613.53108738
DRH59,OUT013,595773.5127837532
NCB30,OUT017,719272.6341088398
FDK43,OUT027,646618.4821692489
FDW43,OUT045,748656.7531682169
NCL19,OUT017,664812.3023231041
FDJ27,OUT046,622842.7467305714
FDC45,OUT046,690041.934187557
FDY40,OUT035,577173.2942713578
NCM41,OUT035,616422.429282603
NCK18,OUT019,680996.0909255798
FDP37,OUT049,651869.690740031
FDA27,OUT027,769979.007796735
NCX30,OUT035,766753.8002447265
FDR09,OUT017,776736.3892030583
FDG08,OUT027,689899.1789009082
NCU30,OUT013,682586.1211644794
FDB16,OUT017,613323.7933779056
FDM16,OUT017,599649.7053819305
FDC48,OUT013,602290.8083909206
NCF18,OUT046,709382.742304956
FDU46,OUT018,612613.4790540417
FDH41,OUT018,735914.059204235
NCN42,OUT010,665799.1879592409
FDU49,OUT046,611129.5588893406
FDB20,OUT027,598392.9756595723
FDG50,OUT019,608632.5656468456
FDW20,OUT045,645011.8548205877
NCO55,OUT049,631984.7370159472
FDX48,OUT046,675319.4227480266
FDU48,OUT046,654095.309334367
FDR48,OUT019,669010.4040737455
FDK27,OUT013,642099.265184802
FDT35,OUT013,683861.4943133735
FDN12,OUT049,632596.287746234
NCE31,OUT019,556333.0210170147
FDL21,OUT017,568184.1040068667
FDV56,OUT017,631681.4307903633
FDR16,OUT017,736111.8345325144
NCP41,OUT049,631708.4268704953
FDJ27,OUT013,621837.1852664712
FDA07,OUT017,646986.942628874
FDK55,OUT049,612426.9098648354
FDM33,OUT049,739790.7359332619
FDY46,OUT046,706533.6964976821
FDD36,OUT046,639738.0761301776
FDB12,OUT027,621472.5967427748
FDF28,OUT019,643699.1289181137
NCE07,OUT019,660505.8731966838
FDW50,OUT027,682555.3157000088
NCW18,OUT017,757164.9521858725
NCJ17,OUT019,604558.3329763958
DRZ24,OUT010,641482.403558948
FDS07,OUT035,638836.5763229763
NCW05,OUT010,629222.901044996
FDZ22,OUT018,608909.0622405065
FDK02,OUT046,640072.8392980573
FDZ45,OUT027,713016.8036646175
FDL25,OUT046,614078.4050390926
FDS08,OUT045,697024.9578808551
NCZ42,OUT027,750611.227777039
FDX57,OUT035,621363.5690726193
FDF21,OUT046,709396.3637897131
FDJ56,OUT018,623738.5304428329
FDX10,OUT013,558773.8443407443
DRG48,OUT035,667941.763388898
DRN37,OUT046,687600.1926547558
NCY41,OUT018,562268.8333277293
FDN28,OUT045,627221.889958242
FDE34,OUT045,702621.6430295557
FDR10,OUT045,685423.8525874992
FDC32,OUT017,618198.7736129581
DRG13,OUT046,684658.9229676796
FDP59,OUT049,627817.6763923428
NCT53,OUT010,685580.2559995544
FDL57,OUT027,771806.8110127262
FDN32,OUT010,704189.7028397655
FDK09,OUT018,748307.1093141495
FDA52,OUT010,697646.815132098
FDC57,OUT049,713182.6012420892
FDI09,OUT035,759033.7596926042
NCB07,OUT046,717067.1046271675
FDP26,OUT035,627336.687694551
FDP40,OUT027,631311.1641844872
FDL15,OUT013,669853.1657504551
FDV07,OUT046,633501.6664434085
FDS03,OUT017,591476.4477181339
FDE50,OUT049,706117.1282444195
FDQ15,OUT017,605126.3985745241
FDQ33,OUT010,670549.1535138671
FDT22,OUT013,579530.3930532216
DRO35,OUT035,640943.3575081986
FDJ41,OUT049,779281.5743483036
FDQ27,OUT035,629111.5107130969
FDC26,OUT017,637080.7517820494
NCF43,OUT027,661145.5602266898
NCR50,OUT035,675546.6334168008
FDE39,OUT018,644221.0958015106
FDN49,OUT027,562216.9509491473
DRG11,OUT035,631462.194353426
NCA18,OUT049,639590.478549067
FDM36,OUT018,694730.9654667549
FDW32,OUT017,611197.9068786872
NCQ18,OUT010,620547.1682670526
FDX14,OUT027,596663.3551881933
FDD46,OUT017,675781.2563052612
FDI34,OUT019,746395.5323309717
NCJ17,OUT035,610046.7867058271
FDB52,OUT035,776189.8903325367
FDV55,OUT018,667402.3327416335
FDC57,OUT046,711063.5167757424
FDB29,OUT046,637199.1499914901
NCO43,OUT035,624461.1370347386
FDG44,OUT045,578149.0772109363
FDJ34,OUT045,649367.5554427315
FDH40,OUT049,606039.8411552679
NCD07,OUT027,631192.6335348531
FDB41,OUT017,572901.0466831245
FDH47,OUT018,621048.9001185773
DRK37,OUT035,710704.641269309
FDM25,OUT019,692863.9322535952
NCX06,OUT045,703328.6312226799
NCS05,OUT017,656864.4636233721
FDS39,OUT045,664682.2814419263
FDC47,OUT027,741969.8255935146
FDG20,OUT013,695725.3589738676
DRL23,OUT017,631000.1833427204
FDY33,OUT013,676433.2137970473
NCH18,OUT045,762828.699125691
FDX47,OUT035,677919.2759215753
NCB06,OUT045,680904.2060268107
FDP36,OUT049,574435.1413444277
FDW44,OUT018,694945.6121188496
NCU41,OUT018,713902.4730438353
NCS17,OUT046,618825.8769087668
FDD46,OUT035,678087.2787469684
FDE45,OUT017,699974.5081714318
FDI09,OUT017,759336.9557409934
NCJ54,OUT010,751450.406384699
NCA29,OUT018,694877.4726841538
NCN41,OUT027,641651.7167474027
FDY34,OUT035,686448.4596443314
NCG55,OUT035,639814.9953180798
DRM49,OUT046,568873.6753111196
NCB42,OUT049,638029.0882381131
FDE58,OUT045,639953.0780573722
DRJ25,OUT013,572368.6439263911
FDS47,OUT010,609247.8829014216
FDY21,OUT049,717984.9161867234
NCI54,OUT013,630849.4403450458
FDO24,OUT017,681297.1024120916
FDY43,OUT035,690894.0577115639
FDF35,OUT018,631831.0628193844
NCP29,OUT019,583583.3422529814
FDN28,OUT027,621400.6286570767
FDJ50,OUT018,578844.638650861
FDQ14,OUT027,668725.8445007302
FDC37,OUT035,632084.0632031836
FDN08,OUT046,640706.8758522702
FDD04,OUT035,664734.1007682057
FDW34,OUT018,764002.8380421645
FDP04,OUT017,591427.63687955
NCG07,OUT017,709868.4977668637
NCN14,OUT018,706543.8982851753
FDJ16,OUT045,583325.1511460955
NCM42,OUT045,632411.1058745754
NCF19,OUT046,573810.0604965031
FDY21,OUT018,718809.3202909741
FDY19,OUT035,639819.0307250159
FDV09,OUT045,671968.3900484757
FDA28,OUT013,645301.5013485871
FDC38,OUT018,657430.4287211003
FDL28,OUT045,749781.42184346
NCH43,OUT049,736216.2263091031
NCN53,OUT045,560133.8890665339
NCW05,OUT017,633000.1130823096
NCO30,OUT018,707976.6399466669
FDT04,OUT019,558331.98322902
FDB27,OUT018,718440.4985059826
NCK07,OUT013,684022.9054622921
NCA53,OUT013,570309.7026510683
FDB33,OUT018,683233.7875674089
FDU37,OUT017,605121.2385002179
FDR13,OUT035,638979.3705774959
FDE45,OUT049,698483.6999435
FDV37,OUT017,717810.2041746813
FDX44,OUT019,609011.022053021
NCL06,OUT017,781072.363642321
FDJ28,OUT045,711137.9485361445
FDX55,OUT049,737800.186457715
NCK17,OUT018,567734.8572835776
FDH52,OUT035,587818.0785576528
FDN13,OUT027,620367.7070189004
FDK44,OUT018,694500.3145699534
FDU16,OUT046,605256.6219298837
FDZ07,OUT017,586328.8331801024
NCN06,OUT027,682057.1483403009
FDH02,OUT010,612823.0649325459
NCW18,OUT045,754694.5763846195
FDH57,OUT013,649012.6095516679
FDV35,OUT045,677057.4745917333
NCU29,OUT013,663480.4239669631
NCP02,OUT046,582715.3979007308
FDN44,OUT013,678912.1630745144
FDX03,OUT018,571308.9867904565
FDR11,OUT010,678490.4179414326
FDA36,OUT046,704154.5691883707
FDP58,OUT027,733058.48718881
FDH31,OUT045,621371.5878315266
FDH34,OUT035,708559.2528590454
FDS13,OUT035,782448.5991462067
FDT01,OUT018,734191.5851430959
FDY09,OUT049,696715.7747333702
FDV33,OUT027,771903.8973299332
NCW29,OUT010,649329.1461154767
NCN17,OUT045,624384.6515409964
FDX01,OUT046,639683.3220441968
FDL03,OUT049,716021.4308084729
DRL59,OUT049,579115.6123032334
DRM11,OUT027,776039.3923027145
FDA43,OUT049,716740.1917680837
FDZ56,OUT010,689050.2984072868
FDI44,OUT018,603529.997332245
FDB50,OUT013,599975.6567541735
FDU15,OUT019,555424.9877872193
NCJ19,OUT019,576872.6815987206
FDD48,OUT013,634708.4160274193
NCW42,OUT035,741581.3477258037
FDL24,OUT017,696281.321136346
NCB30,OUT013,714463.9024656463
FDK25,OUT013,686727.2735925189
FDW28,OUT049,715466.073047008
FDD47,OUT017,694193.9417567424
FDK16,OUT019,612281.9364975339
FDW37,OUT046,615172.2889478088
FDA48,OUT035,741142.2905843253
FDA14,OUT017,669926.7294882513
FDV15,OUT013,622090.441615305
FDN22,OUT049,770300.2674546161
NCD55,OUT045,567152.4602865698
FDY43,OUT013,685712.0656724257
NCU05,OUT017,605708.3093923714
FDF10,OUT035,670602.6621030639
FDR39,OUT018,706305.3987327324
FDG40,OUT013,555749.6526126172
FDZ28,OUT019,644919.5855329161
FDE02,OUT045,618090.2390130766
FDU60,OUT049,689444.2801225269
FDM21,OUT013,772070.5734845538
FDV52,OUT019,634847.387192546
NCW06,OUT013,708753.1454614004
FDX36,OUT035,745459.9025606794
FDT35,OUT027,686609.9540647436
NCL19,OUT010,663161.6756296426
NCD31,OUT046,685097.0338867628
FDE53,OUT019,625637.6697496325
FDW58,OUT019,624906.0065335617
DRF48,OUT046,707039.2375381317
FDW57,OUT035,697794.2926271585
DRH13,OUT017,631607.7425616807
FDT33,OUT013,685672.9981531012
DRK47,OUT027,741869.8730501519
FDY22,OUT010,663901.2106001608
FDC35,OUT019,723583.3877195867
FDO03,OUT013,743838.3101776214
FDF24,OUT045,605770.2772327082
FDF56,OUT018,702942.8427095605
FDD28,OUT013,578812.9805600449
FDG53,OUT027,659964.2108314423
FDO27,OUT019,616421.6031506998
NCF54,OUT018,694347.7572055978
FDC20,OUT027,576000.9856109896
FDU10,OUT046,563025.4007396577
DRA24,OUT018,686660.5858028714
FDA02,OUT010,665221.5109137687
FDG10,OUT017,583654.3472092202
FDW39,OUT010,697558.181027059
FDP04,OUT019,584072.8981044225
NCM55,OUT013,702468.2505885728
FDG47,OUT045,778903.0484081146
NCU41,OUT017,713989.0469974952
NCK31,OUT017,578386.0190118927
FDZ46,OUT045,633117.8664092927
FDU13,OUT027,667152.6485499144
NCF19,OUT045,575239.5608421147
NCJ43,OUT013,690222.93874707
NCJ05,OUT045,675555.2760031946
FDS04,OUT027,657237.2092413427
FDX28,OUT010,622327.5360458033
FDB41,OUT027,567643.02890189
FDG53,OUT046,662960.8347990792
FDL15,OUT010,672914.8443205415
FDQ08,OUT049,585445.6086663114
DRN36,OUT013,617209.3227620572
FDI46,OUT013,767838.9206086807
FDG16,OUT027,730027.2012563726
FDV32,OUT013,584028.5433135729
FDF44,OUT010,653350.8722791462
FDK04,OUT018,583152.2253812669
NCA41,OUT013,710198.9663804545
FDD51,OUT017,570921.6349238897
NCZ53,OUT045,709330.0770871758
FDP01,OUT027,669698.2848032829
FDY25,OUT049,701777.6635289877
FDB17,OUT018,702381.4945852439
NCV54,OUT018,643848.2971927706
FDJ32,OUT017,589390.149618529
FDA37,OUT049,647046.9416856728
FDG35,OUT035,694264.1671239857
NCM05,OUT018,785960.7428570448
FDG45,OUT046,731765.0385430079
FDH28,OUT013,561339.3213912325
NCE18,OUT049,766791.5309800509
FDH38,OUT045,640924.3026297915
FDR56,OUT013,715124.6919096461
FDH17,OUT027,616060.1967095583
FDD39,OUT049,737437.7289712088
FDB41,OUT049,572569.8934166918
NCR53,OUT046,742777.6526969355
FDX46,OUT017,584366.3102059654
FDV28,OUT049,560891.3409033116
FDA08,OUT018,688454.1791919975
FDH45,OUT017,569378.640817808
NCS38,OUT010,635549.4746725399
FDD40,OUT010,712160.0191820067
DRM59,OUT035,675960.4651760841
NCJ43,OUT018,697940.4274938023
NCN29,OUT013,571816.9245026087
NCC19,OUT045,712412.9375380761
FDR56,OUT035,717794.103924466
FDZ43,OUT049,760598.5053167264
FDJ32,OUT010,585613.621960902
DRH03,OUT017,617669.0895808949
NCZ54,OUT035,685770.1251047268
FDE26,OUT017,669357.6728522957
FDS03,OUT045,588812.8681513461
DRZ24,OUT019,638113.650052788
FDO48,OUT027,736067.2316692295
FDW39,OUT049,695688.3655051813
NCK05,OUT049,586922.9593300553
NCK30,OUT017,774315.8530494147
FDT27,OUT018,755630.24049261
FDS08,OUT019,693974.4100873657
NCJ19,OUT049,580673.208836157
FDC58,OUT045,568748.7680672879
DRE37,OUT013,705274.7740045349
FDW02,OUT035,650516.284826244
FDJ02,OUT010,668957.623836686
FDX09,OUT045,698346.5547223821
FDT31,OUT010,706834.4914199726
FDI24,OUT049,698444.0653675026
FDY09,OUT045,697185.3838900635
FDV28,OUT045,561263.7005534917
DRM47,OUT049,712024.8262860536
FDT52,OUT019,760253.4666558037
FDI48,OUT018,580043.5893418138
FDY55,OUT017,776462.1023447154
FDU48,OUT013,650383.8918499955
FDN25,OUT045,580784.9021545318
FDP20,OUT049,649217.3968139737
FDJ15,OUT013,702660.9156882244
FDD04,OUT018,664080.7115525122
FDY58,OUT045,749279.0687489674
FDR37,OUT018,705588.4089621946
FDF44,OUT013,648743.0908466604
FDD32,OUT045,606936.8281711319
FDR57,OUT017,679499.5873821578
DRG39,OUT027,575657.3965565932
FDX15,OUT017,682001.7179763184
DRN37,OUT045,687386.8508185806
FDW40,OUT027,659844.8250809128
FDB32,OUT049,617006.2277645873
FDM40,OUT018,667154.8072611882
FDE39,OUT027,639805.5651614979
DRH49,OUT017,607847.6773430622
FDT46,OUT049,574508.1247094853
NCF06,OUT035,776736.1035388543
FDP07,OUT017,717993.1353456681
FDC04,OUT013,755681.9539794709
FDZ32,OUT017,628516.216944971
FDD50,OUT045,691271.7062515665
FDU56,OUT017,707102.5009780249
FDV34,OUT017,598055.1999564229
NCY41,OUT013,558996.2442849487
NCK18,OUT046,686152.7093819642
DRH25,OUT049,577060.1077156255
FDT57,OUT046,756274.4531735457
FDV56,OUT018,631691.4938386147
FDV12,OUT045,621069.8222927891
FDN52,OUT017,614019.82427087
FDX38,OUT035,574372.2606222385
FDE47,OUT018,646927.0101603379
NCO07,OUT013,727819.7961217132
FDV09,OUT027,668240.2418100111
FDZ23,OUT019,701032.6675434355
DRH51,OUT018,613687.2015656825
NCY54,OUT045,693413.5140096834
DRG49,OUT013,761442.5672171927
NCC19,OUT049,712909.2469490828
NCV53,OUT045,760336.1916704341
FDZ47,OUT019,619645.1918410859
NCO26,OUT018,639091.0727826329
NCP02,OUT045,586174.2895673206
NCW30,OUT018,779475.9178395183
NCN55,OUT046,759206.785875484
FDB20,OUT010,598637.1481926219
DRL11,OUT013,675074.3091268213
DRD60,OUT045,702736.4220820717
FDW14,OUT010,610139.4174015672
FDL27,OUT010,589070.9475774561
FDU09,OUT018,582238.7091154516
DRH36,OUT027,595262.3094004585
FDP34,OUT027,674123.7735461262
FDE04,OUT017,700643.6924367158
FDZ57,OUT027,648854.039331947
FDF02,OUT010,626101.4806539675
FDG28,OUT045,764330.5582222427
NCI31,OUT046,559754.2043099683
FDT43,OUT013,573003.5359523987
FDU20,OUT046,643065.5059998089
FDD53,OUT013,564893.7652300078
FDW15,OUT045,671268.7960843475
NCT53,OUT045,684567.1002057197
NCG55,OUT027,633768.9849890381
FDD48,OUT035,638344.2054832182
FDG47,OUT049,781235.4738317402
FDI21,OUT017,589808.7052085539
FDT27,OUT017,755040.3502833529
DRO35,OUT013,636341.191158802
FDD33,OUT017,753952.220438701
FDC04,OUT035,762506.7871822063
FDY34,OUT013,682039.5685079888
DRJ49,OUT049,650271.1537640407
FDE05,OUT049,665462.9577989096
FDU31,OUT017,739964.38287665
NCN19,OUT027,704942.4356801133
FDK56,OUT027,702172.4724851749
FDK58,OUT017,628100.3031277808
NCJ42,OUT035,626651.7698557253
FDZ34,OUT027,708846.8000396928
FDA52,OUT018,698245.6172204852
NCR29,OUT013,577296.9293531282
FDT48,OUT035,721306.1418631861
DRJ51,OUT019,743648.920193483
NCS54,OUT046,697532.9153781428
FDV01,OUT035,677328.0055692191
DRG51,OUT027,680948.7606501584
NCG42,OUT013,650657.5636885785
FDA51,OUT049,638162.6822266637
FDV19,OUT010,679617.0587822921
NCT18,OUT045,703165.5930269634
NCS41,OUT045,705565.6576069675
FDO03,OUT046,746390.4026447545
FDL12,OUT010,584772.4371198304
FDY37,OUT010,664036.1489961431
FDI58,OUT049,615833.8395545355
FDT28,OUT018,672782.6186639661
NCC42,OUT010,659130.0283156735
FDO01,OUT017,653801.7751186386
FDJ02,OUT013,665122.679405094
FDQ04,OUT018,569265.9636615283
DRL47,OUT013,644869.403946157
FDZ32,OUT035,630918.8702399002
FDC35,OUT035,728300.996622708
FDX14,OUT045,597868.6744427559
FDZ35,OUT013,623971.9816034477
FDL14,OUT013,673773.3278171879
FDO04,OUT049,579626.7442039084
DRK11,OUT017,673668.5750382795
FDB44,OUT018,732567.3219778609
FDZ50,OUT049,704900.3354374759
FDI12,OUT027,608736.5773862875
FDU43,OUT017,757563.4492658749
FDD58,OUT010,620161.3779194586
FDB27,OUT017,717270.7823962
FDB04,OUT018,611638.6312503848
NCO17,OUT013,638202.8891553322
FDL12,OUT017,584490.6656383049
DRJ13,OUT049,681708.0689018175
FDD57,OUT045,620818.138553699
FDW19,OUT035,634892.8066756754
DRD27,OUT018,625484.0291352919
FDH27,OUT027,663225.0726084677
NCW30,OUT027,774259.8272182356
FDR40,OUT018,605860.7029243383
FDG05,OUT013,674853.8940207644
NCY41,OUT019,556174.1394614856
FDI38,OUT018,727984.9124982168
FDR20,OUT046,567647.1613306198
FDE09,OUT017,634027.0819965159
FDN50,OUT019,613764.6694157948
DRF27,OUT045,674350.9858164729
DRF51,OUT013,559857.4521487344
NCO02,OUT019,587555.6528350213
FDB51,OUT027,582989.3403729805
FDJ50,OUT013,574605.6696683211
FDN52,OUT013,605828.7811811585
FDX14,OUT013,597463.0046505679
FDT27,OUT019,749963.926611184
FDV10,OUT013,563229.9158269017
FDU33,OUT046,569288.0448667656
FDU58,OUT046,705703.4102615551
NCP42,OUT027,711301.8591126605
FDL51,OUT027,729410.7039825814
DRH15,OUT027,566905.7022051894
FDU16,OUT017,611089.180654733
FDW15,OUT017,672772.7243493937
FDQ44,OUT045,645306.7053402066
NCI06,OUT027,697016.7117989069
DRK23,OUT019,766708.6824298492
FDC28,OUT035,633729.1337554092
NCY17,OUT019,563476.2629458103
NCV05,OUT018,677155.0413457026
FDM34,OUT019,650224.2787273098
DRD60,OUT027,699721.6200489876
FDT38,OUT046,609255.3022298069
FDQ57,OUT018,668798.9953526767
FDE59,OUT027,557484.4952559934
NCM43,OUT046,683992.4423655886
DRI51,OUT049,691811.1098185575
NCG30,OUT017,649051.6382105318
NCK54,OUT035,638598.3053203613
FDQ16,OUT019,628017.7542320675
FDI36,OUT013,713966.5954176766
FDX16,OUT027,666716.0611228908
FDA34,OUT046,694072.5379174016
FDJ48,OUT018,768233.4413900825
